wb_id,wb_username,wb_userid,wb_text,wb_time,wb_repost,wb_like,wb_comment,keyword,sort
//weibo.com/6452541247?refer_flag=1001030103_,别闹放下你的手,6452541247,#鼠标779#全球爆发大规模勒索病毒网上出的步骤太繁琐了，给大家演示一个简单可操作的，抓紧按照这个方法，把端口禁掉吧 。 L秒拍视频 ​,2019年12月22日 06:46,0,0,1,勒索病毒,
//weibo.com/1781811807?refer_flag=1001030103_,yangyemeiyangyang,1781811807,今年任务超额完成，公司电脑却遭遇了新型比特币勒索病毒，共享的重要文件全被加密，无解。大喜大悲，人生充满惊喜 ​,2019年12月21日 18:26,0,1,2,勒索病毒,
//weibo.com/3962188134?refer_flag=1001030103_,NFS16,3962188134,实测驱动大师+勒索病毒解密最好用，国内最先出解密的吧,2019年12月21日 17:39,0,0,0,勒索病毒,
//weibo.com/5855547814?refer_flag=1001030103_,十里春风002,5855547814,#鼠标779# 全球爆发大规模勒索病毒网上出的步骤太繁琐了，给大家演示一个简单可操作的，抓紧按照这个方法，把端口禁掉吧 。 L秒拍视频 ​,2019年12月21日 05:00,0,0,0,勒索病毒,
//weibo.com/6512347878?refer_flag=1001030103_,上板园,6512347878,#比特币勒索病毒# ～妇女1220。 ​,2019年12月20日 22:18,0,0,0,勒索病毒,
//weibo.com/3340062024?refer_flag=1001030103_,熊猫正正_IT,3340062024,勒索病毒攻击新玩法，先盗数据再勒索 O勒索病毒攻击新玩法，先盗数据再勒索 ​,2019年12月20日 17:15,0,0,0,勒索病毒,
//weibo.com/1820036852?refer_flag=1001030103_,北屋northhouse生存主义,1820036852,"#生存主义#勒索病毒肆虐高校,娱公互动校园行科普防范措施：12月13日,由济南市公安局网警支队和山东青年政治学院团委支持的“互联网安全公益科普校园行”系列活动走进山东青年政治学院,此次活动由未来网主办、环球网协办,娱公互动联合开展。济南市公... 阅读全文:O网页链接 ​",2019年12月20日 17:08,0,0,0,勒索病毒,
//weibo.com/6359048526?refer_flag=1001030103_,白云绿树青草地,6359048526,聊聊勒索病毒。加密式勒索病毒攻击，已成为最严重的网络攻击之一。加密式勒索病毒是指以加密的方式，破坏劫持用户数据，并对用户进行钱财勒索的新型软件病毒。以下，简称为勒索病毒。面对勒索病毒的威胁，最有效的预防方式是对业务系统进行定期的数据备份。同时在备份完成后，请将备份数据所在的 ​  展开全文c,2019年12月20日 14:41,0,0,0,勒索病毒,
//weibo.com/6773737175?refer_flag=1001030103_,用户9766533969,6773737175,Abelssoft AntiRansomware是款功能强大的勒索病毒防御查杀软件。它可以帮助用户防御勒索病毒的进攻，有效的保护系统和文件的安全，非常实用。O网页链接 ​,2019年12月20日 11:25,0,0,0,勒索病毒,
//weibo.com/2368716443?refer_flag=1001030103_,饿了龙龙,2368716443,发布了头条文章：《勒索病毒祸乱全球 充分证明备份数据的重要性》 勒索病毒祸乱全球 充分证明备份数据的重要性 ～猜测1220。 ​,2019年12月20日 10:06,0,0,0,勒索病毒,
//weibo.com/1973605447?refer_flag=1001030103_,澡堂老板的儿子,1973605447,发布了头条文章：《WannaCry勒索病毒处理指南》 WannaCry勒索病毒处理指南 ～欣恋1220。 ​,2019年12月20日 10:06,0,0,0,勒索病毒,
//weibo.com/2011587817?refer_flag=1001030103_,Happy2000年,2011587817,注意！国内高校突发比特币病毒，很多高校已沦陷！全球突发比特币病毒事件！英国16家医院遭到大范围网络攻击，电脑被锁定， 黑客索要每家医院支付近400万人民币赎金，否则将删除所有资料。目前比特币病毒在全球蔓延，外网已经闹得沸沸扬扬。百愁1220。重要的是，国内部分高校反映教育网电脑大面积中了比 ​  展开全文c,2019年12月20日 10:06,0,0,1,勒索病毒,
//weibo.com/3896592834?refer_flag=1001030103_,ngfm,3896592834,牛逼了，勒索病毒🦠 集团服务器瘫痪了…… ​,2019年12月20日 10:01,1,0,0,勒索病毒,
//weibo.com/1861258892?refer_flag=1001030103_,snjAnny_340,1861258892,#比特币病毒##勒索软件攻击#萌口组成员紫苑寺白发布了头条文章：《紫苑寺白的安全贴士（一）：不要乱传勒索软件的谣言啦！！》 ，多少1220，伙伴们快来围观O(∩_∩)O 紫苑寺白的安全贴士（一）：不要乱传勒索软件的谣言啦！！ ​,2019年12月20日 03:26,0,0,0,勒索病毒,
//weibo.com/5103868648?refer_flag=1001030103_,昊轩明轩,5103868648,#鼠标779# 全球爆发大规模勒索病毒网上出的步骤太繁琐了，给大家演示一个简单可操作的，抓紧按照这个方法，把端口禁掉吧 。 L秒拍视频 ​,2019年12月20日 02:18,0,0,0,勒索病毒,
//weibo.com/3277316811?refer_flag=1001030103_,哈哈哈3277316811,3277316811,#鼠标779# 全球爆发大规模勒索病毒网上出的步骤太繁琐了，给大家演示一个简单可操作的，抓紧按照这个方法，把端口禁掉吧 。 L秒拍视频 ​,2019年12月19日 20:25,0,0,0,勒索病毒,
//weibo.com/1773148625?refer_flag=1001030103_,腾讯电脑管家,1773148625,冲击年底KPI，勒索病毒虽迟但到。腾讯安全御见威胁情报中心检测到Geerban勒索病毒攻击，不法黑客通过RDP弱口令爆破投毒，会将文件全盘加密且清除系统日志，同时利用工具对内网其它机器进行攻击。请保持警惕，可使用腾讯安全终端安全管理系统、腾讯电脑管家实时防护。 OGeerban勒索病毒正在爆破传播，还用了数十款密码抓取工具 ​,2019年12月19日 15:30,1,2,6,勒索病毒,
//weibo.com/5582522936?refer_flag=1001030103_,腾讯安全玄武实验室,5582522936,今天的《每日安全动态推送(12-19)》：PentestPartners 发布 Blog 称 1.5 亿儿童 GPS 手表暴露在互联网上；2019年在美国活跃的勒索病毒总结报告；微软发布例外更新，修复 SharePoint 服务器任意文件读漏洞 O每日安全动态推送(12-19) ​,2019年12月19日 12:04,5,1,6,勒索病毒,
//weibo.com/7150642055?refer_flag=1001030103_,上海意可攀信息科技有限公司,7150642055,一、勒索病毒的前世今生　　近段时间，GandCrab勒索病毒在国内流行度颇高，不法分子通过制造网页乱码，诱导网民下载伪装为字体更新的病毒程序，进而加密设备上多种类型的文件，索要赎金。由于该病毒作案手法巧妙，迷惑性极高，网民看到安全软件拦截提示时，甚至会冒险运行而中招。　　病毒不仅仅 ​  展开全文c,2019年12月19日 09:58,0,0,0,勒索病毒,
//weibo.com/3509378224?refer_flag=1001030103_,杨从宁2085448757,3509378224,#鼠标779# 全球爆发大规模勒索病毒网上出的步骤太繁琐了，给大家演示一个简单可操作的，抓紧按照这个方法，把端口禁掉吧 。 L秒拍视频 ​,2019年12月19日 05:42,0,0,0,勒索病毒,
//weibo.com/6023831839?refer_flag=1001030103_,向往的东西并不多,6023831839,360区块链安全高级专家彭峙酿博士发表了《谈谈区块链安全》的演讲。演讲中，他举出了一组数据：2013年到2018年上半年，一共发生了54起严重的区块链安全事件，其中2018年上半年安全事件引起的已经达到了27亿美元。也举出了4个例子：2014年交易所Mx Gox被盗案、暗网丝绸之路、Wannacry勒索病毒、EOS编译 ​  展开全文c,2019年12月18日 09:25,0,0,0,勒索病毒,
//weibo.com/6553174015?refer_flag=1001030103_,太原袁秋寒,6553174015,#比特币病毒##勒索软件攻击#萌口组成员紫苑寺白发布了头条文章：《紫苑寺白的安全贴士（一）：不要乱传勒索软件的谣言啦！！》 ，动听1218，伙伴们快来围观O(∩_∩)O 紫苑寺白的安全贴士（一）：不要乱传勒索软件的谣言啦！！ ​,2019年12月18日 03:27,0,0,0,勒索病毒,
//weibo.com/2754149417?refer_flag=1001030103_,加载失败丶丶丶,2754149417,卧槽，中了勒索病毒了#勒索病毒##比特币勒索病毒# ​,2019年12月17日 21:55,0,2,0,勒索病毒,
//weibo.com/3137370043?refer_flag=1001030103_,互联网安全观察员,3137370043,【#微软劝用户勿向勒索软件交赎金#，只会让黑客变本加厉】据IT之家消息，微软高级网络安全顾问奥拉·彼得斯称：“我们绝不鼓励勒索软件受害者支付任何形式的勒索要求。” “支付赎金通常是昂贵、危险的，并且只会使攻击者变本加厉。”且支付赎金并不能保证犯罪分子还原加密数据。对此，微软建议用户安 ​  展开全文c,2019年12月17日 18:12,0,0,0,勒索病毒,
//weibo.com/6069436437?refer_flag=1001030103_,U2l0dWth,6069436437,讨价还价可还行//@李铁军-备胎2号 ://@纯正苏打水 : 最早是蠕虫病毒，现在全是手工投毒了，只要有账号有入口，十有八九能到手。不做安全的公司，一年之内基本都会中招。只装个杀毒不叫做安全，且不论免杀是基本功，黑客完全可以一段恶意代码都不用，完全靠系统自身功能就完成勒索。,2019年12月17日 17:59,0,0,0,勒索病毒,
//weibo.com/1659635420?refer_flag=1001030103_,小狐仙仙,1659635420,有事没事数据多备份吧//@李铁军-备胎2号://@纯正苏打水: 最早是蠕虫病毒，现在全是手工投毒了，只要有账号有入口，十有八九能到手。不做安全的公司，一年之内基本都会中招。只装个杀毒不叫做安全，且不论免杀是基本功，黑客完全可以一段恶意代码都不用，完全靠系统自身功能就完成勒索。,2019年12月17日 17:49,0,0,1,勒索病毒,
//weibo.com/5290291804?refer_flag=1001030103_,啦啦啦_10760,5290291804,//@李铁军-备胎2号://@纯正苏打水: 最早是蠕虫病毒，现在全是手工投毒了，只要有账号有入口，十有八九能到手。不做安全的公司，一年之内基本都会中招。只装个杀毒不叫做安全，且不论免杀是基本功，黑客完全可以一段恶意代码都不用，完全靠系统自身功能就完成勒索。,2019年12月17日 17:46,0,0,0,勒索病毒,
//weibo.com/6795992076?refer_flag=1001030103_,李铁军-备胎2号,6795992076,//@纯正苏打水: 最早是蠕虫病毒，现在全是手工投毒了，只要有账号有入口，十有八九能到手。不做安全的公司，一年之内基本都会中招。只装个杀毒不叫做安全，且不论免杀是基本功，黑客完全可以一段恶意代码都不用，完全靠系统自身功能就完成勒索。,2019年12月17日 17:38,3,2,1,勒索病毒,
//weibo.com/5287213304?refer_flag=1001030103_,纯正苏打水,5287213304,最早是蠕虫病毒，现在全是手工投毒了，只要有账号有入口，十有八九能到手。不做安全的公司，一年之内基本都会中招。只装个杀毒不叫做安全，且不论免杀是基本功，黑客完全可以一段恶意代码都不用，完全靠系统自身功能就完成勒索。,2019年12月17日 17:29,4,0,1,勒索病毒,
//weibo.com/1774775585?refer_flag=1001030103_,白嫣瑾,1774775585,公司的服务器中了勒索病毒。对方留了邮箱号……同事纷纷发邮件过去说，撕票得了。 ​,2019年12月17日 16:38,0,0,4,勒索病毒,
//weibo.com/2659624251?refer_flag=1001030103_,Diablo_X,2659624251,单位服务器中了最新的比特币勒索病毒（去年打过针对性的补丁，应该是最新的变种突破防火墙了），所有接入服务器的电脑都会中招，加密，无法开机，直到缴纳赎金获得密钥解锁，还好我今天出差没在公司，躲过一劫  2苏州 ​,2019年12月17日 14:22,0,1,3,勒索病毒,
//weibo.com/1856404484?refer_flag=1001030103_,凤凰网科技,1856404484,【#微软劝用户勿向勒索软件交赎金#，只会让黑客变本加厉】据IT之家消息，微软高级网络安全顾问奥拉·彼得斯称：“我们绝不鼓励勒索软件受害者支付任何形式的勒索要求。” “支付赎金通常是昂贵、危险的，并且只会使攻击者变本加厉。”且支付赎金并不能保证犯罪分子还原加密数据。对此，微软建议用户安 ​  展开全文c,2019年12月17日 11:25,0,0,1,勒索病毒,
//weibo.com/6605971873?refer_flag=1001030103_,viykiii,6605971873,淘宝可以代还价。。。。//@熊猫正正_IT:应该是Sodinokibi勒索病毒，最近非常活跃，目前无解，只能找中介或自己找黑客交钱解密，OSodinokibi勒索病毒最新变种，勒索巨额赎金,2019年12月17日 08:09,0,1,0,勒索病毒,
//weibo.com/2033280760?refer_flag=1001030103_,白帽汇赵武,2033280760,勒索软件太猖獗了。。。最近一批企业朋友被搞，找安全圈的各位技术大佬问，很多都无解，哭笑不得。18v40这个勒索病毒有朋友能解吗？ ​,2019年12月16日 22:30,5,1,5,勒索病毒,
//weibo.com/5130667139?refer_flag=1001030103_,诺颜爱,5130667139,求各位朋友，各位互联网大佬帮帮忙，遭遇勒索病毒攻击，电脑文件被感染锁定，应该怎么办？@360安全卫士 @腾讯管家 @火绒 2重庆·西南大学 ​,2019年12月16日 22:05,3,1,1,勒索病毒,
//weibo.com/5099676122?refer_flag=1001030103_,南苑社区卫生服务中心健康管理,5099676122,信息安全工作培训会近几年来，我国信息化建设步伐逐步加快，信息化系统的运用遍布生产生活的各个角落，信息化系统的广泛应用给各建设及使用的单位也带来了安全隐患。我们经常会在新闻中看到诸如某单位信息系统被攻击或者中勒索病毒，造成了严重的后果。为了响应国家信息安全工作要求，做好中心内部网 ​  展开全文c,2019年12月16日 15:17,0,0,0,勒索病毒,
//weibo.com/6843636559?refer_flag=1001030103_,E安全,6843636559,#新浪看点# 新奥尔良拉响计算机勒索病毒警报！O新奥尔良拉响计算机勒索病毒警报！ ​,2019年12月16日 14:14,0,0,0,勒索病毒,
//weibo.com/6411652747?refer_flag=1001030103_,贵州大数据微博,6411652747,"#2019中国数博会# #数说贵州#【贵州省网络安全应急演练在贵阳举行】近日，2019年贵州省网络安全应急演练在贵阳大数据安全产业展示中心举行。本次演练由省委网信办联合省公安厅、省财政厅、省应急管理厅、省大数据局共同主办,旨在通过分等级模拟网络安全事件、检验和完善各单位网络安全应急预案,提升全 ​  展开全文c",2019年12月16日 13:18,0,0,2,勒索病毒,
//weibo.com/2678859181?refer_flag=1001030103_,葡萄要柔软,2678859181,复工第二天电脑中了勒索病毒，被强制断网，今天硬盘也坏掉了，这是什么鬼运气啊 ​,2019年12月16日 09:11,0,2,0,勒索病毒,
//weibo.com/5662667552?refer_flag=1001030103_,中二洲楠,5662667552,#勒索病毒# globelmposterv2，无解 ​,2019年12月16日 07:34,0,0,2,勒索病毒,
//weibo.com/1529037431?refer_flag=1001030103_,花无绯,1529037431,熬了两天做的六百页标书，突然弹个对话框要输密码，叉了对话框后整个文档崩掉了，没有任何内容，全部是框框。我真是急火攻心全身的血都涌到脑袋里一片血腥。用了修复只修出来一堆图片，文字不见半个。用勒索病毒工具扫了半小时后提示工具损坏。这么注重电脑安全的我居然会中招我都没想到。 ​  展开全文c,2019年12月16日 00:22,0,0,0,勒索病毒,
//weibo.com/6161204352?refer_flag=1001030103_,娃绞瓦56,6161204352,#qwe123#全球爆发大规模勒索病毒网上出的步骤太繁琐了，给大家演示一个简单可操作的，抓紧按照这个方法，把端口禁掉吧 。 L秒拍视频 ​,2019年12月15日 18:56,0,0,0,勒索病毒,
//weibo.com/5282792576?refer_flag=1001030103_,明月我家,5282792576,美国新奥尔良当局因该市遭网攻宣布进入紧急状态新奥尔良市（路易斯安那州）市长拉托亚·坎特雷尔宣布，该市因遭到网络攻击进入紧急状态。 坎特雷尔在自己的推特上称，在城市网络上出现了“可疑活动”。专家确定，这已经对城市安全构成威胁。作为预防措施，该市的IT专家已经关闭了服务器。据悉，该 ​  展开全文c,2019年12月15日 13:25,0,0,0,勒索病毒,
//weibo.com/5780988753?refer_flag=1001030103_,佐佐木驳塑,5780988753,#比特币勒索病毒# ～前方1215。 ​,2019年12月15日 03:19,0,0,0,勒索病毒,
//weibo.com/2746092297?refer_flag=1001030103_,savatagrow,2746092297,//@网路游侠://@李铁军-备胎2号:我听到的最悲惨的故事//@网路游侠:另：一定要记得做数据备份（曾经有一个客户，怕勒索病毒，于是每周备份一次数据到移动硬盘……某天正在备份的时候，勒索病毒来了！于是连移动硬盘里面的数据也被加密了）,2019年12月14日 22:39,0,0,0,勒索病毒,
//weibo.com/6474991156?refer_flag=1001030103_,灯塔引航,6474991156,有些罕见，网络安全，都要注意。今日，美国新奥尔良市（路易斯安那州）市长拉托亚·坎特雷尔宣布，该市因遭到网络攻击进入紧急状态。坎特雷尔在自己的推特上称，在城市网络上出现了“可疑活动”。专家确定，这已经对城市安全构成威胁。作为预防措施，该市的IT专家已经关闭了服务器。据悉，该市的紧急情 ​  展开全文c,2019年12月14日 18:37,0,0,0,勒索病毒,
//weibo.com/1976986957?refer_flag=1001030103_,喵苗瞄妙,1976986957,注意！国内高校突发比特币病毒，很多高校已沦陷！全球突发比特币病毒事件！英国16家医院遭到大范围网络攻击，电脑被锁定， 黑客索要每家医院支付近400万人民币赎金，否则将删除所有资料。如会1214。前比特币病毒在全球蔓延，外网已经闹得沸沸扬扬。更重要的是，国内部分高校反映教育网电脑大面积中了比 ​  展开全文c,2019年12月14日 15:12,0,0,0,勒索病毒,
//weibo.com/6515334324?refer_flag=1001030103_,姚丽珍,6515334324,发布了头条文章：《WannaCry勒索病毒处理指南》 WannaCry勒索病毒处理指南 ～造句1214。 ​,2019年12月14日 15:12,0,0,0,勒索病毒,
//weibo.com/2172113540?refer_flag=1001030103_,especial531,2172113540,"“黑客勒索比特币？40秒学会预防”#比特币病毒##勒索软件攻击# 最简单预防方案出来了网页链接（使用#秒拍#录制,雾气1214,流量看热门短视频!） ​",2019年12月14日 15:12,0,0,0,勒索病毒,
//weibo.com/5644360739?refer_flag=1001030103_,犄角101号,5644360739,发布了头条文章：《勒索病毒祸乱全球 充分证明备份数据的重要性》 勒索病毒祸乱全球 充分证明备份数据的重要性 ～关切1214。 ​,2019年12月14日 15:12,0,0,0,勒索病毒,
//weibo.com/3416473254?refer_flag=1001030103_,roman3416473254,3416473254,#比特币病毒##勒索软件攻击#萌口组成员紫苑寺白发布了头条文章：《紫苑寺白的安全贴士（一）：不要乱传勒索软件的谣言啦！！》 ，让座1214，伙伴们快来围观O(∩_∩)O 紫苑寺白的安全贴士（一）：不要乱传勒索软件的谣言啦！！ ​,2019年12月14日 07:18,0,0,0,勒索病毒,
//weibo.com/2601190195?refer_flag=1001030103_,军警战术与控制一老李,2601190195,最近新爆发了网络勒索病毒， 大家小心表格文件 ​,2019年12月13日 22:22,0,1,1,勒索病毒,
//weibo.com/2436298991?refer_flag=1001030103_,火绒安全实验室,2436298991,【火绒安全周报：新型勒索病毒 Snatch 曝光 Elasticsearch27亿数据泄露】 ​,2019年12月13日 18:10,2,1,1,勒索病毒,
//weibo.com/1699526244?refer_flag=1001030103_,Technology-Daren,1699526244,基于360安全大脑的全面赋能，360解密大师已成为有效反制勒索病毒的克星。目前为止，其可支持三百余种勒索病毒解密，GandCrab（“侠盗”勒索病毒）、Jsworm、x3m等悉数在内，是全球规模最大、最有效的勒索病毒解密工具，为企业机构及个人用户持续释放安全守护力。,2019年12月13日 13:14,0,0,0,勒索病毒,
//weibo.com/6873520102?refer_flag=1001030103_,sigure_007,6873520102,年底勒索病毒又频繁出现。不管使用哪个版本软件，一定要定期做好数据备份，保障数据安全。——用友王丹 ​,2019年12月13日 12:30,0,0,0,勒索病毒,
//weibo.com/1802183327?refer_flag=1001030103_,任子行网络,1802183327,【新型恶意程序 Snatch 曝光：进入安全模式加密数据向受害者勒索比特币】Sophos的安全研究团队近日发现了名为Snatch的勒索软件，利用Windows的功能来绕过安装在PC上的安全软件。这款勒索软件会让你的PC崩溃，并迫使受感染设备重新启动进入安全模式。而在安全模式下，通常会禁用防病毒和其他安全软件， ​  展开全文c,2019年12月13日 10:37,0,0,1,勒索病毒,
//weibo.com/6372412225?refer_flag=1001030103_,捷中教育,6372412225,#捷克# #黑客# 星期三Bnesov医院因遭受计算机病毒袭击而瘫痪，据反计算机病毒公司统计，今年大约有1/5捷克医院遭受了黑客攻击，其目的在于通过恢复医院数据而勒索钱财。 ​,2019年12月13日 10:00,0,0,0,勒索病毒,
//weibo.com/5303180139?refer_flag=1001030103_,KCon黑客大会,5303180139,Sophos的安全研究团队近日发现了名为Snatch的勒索软件，利用Windows的功能来绕过安装在PC上的安全软件。这款勒索软件会让你的PC崩溃，并迫使受感染设备重新启动进入安全模式。而在安全模式下，通常会禁用防病毒和其他安全软件，从而允许该恶意程序作为服务进行自启，对PC进行全盘加密，最后向受害者勒 ​  展开全文c,2019年12月13日 09:38,0,0,0,勒索病毒,
//weibo.com/6314836872?refer_flag=1001030103_,中国电信安全帮,6314836872,#新型恶意程序Snatch曝光：进入安全模式加密数据向受害者勒索比特币#Sophos的安全研究团队近日发现了名为Snatch的勒索软件，利用Windows的功能来绕过安装在PC上的安全软件。这款勒索软件会让你的PC崩溃，并迫使受感染设备重新启动进入安全模式。而在安全模式下，通常会禁用防病毒和其他安全软件，从而 ​  展开全文c,2019年12月13日 09:30,0,0,0,勒索病毒,
//weibo.com/1555534457?refer_flag=1001030103_,生而闪耀的娜窖主,1555534457,希望我司运营中心有足够的能力杀死勒索病毒 ​​​或者交出5000美金 ​​​,2019年12月12日 22:03,0,0,1,勒索病毒,
//weibo.com/5938062778?refer_flag=1001030103_,古雨300,5938062778,//@Xiao1u://@网路游侠:有朋友的客户中了勒索病毒，给了6个比特币，后来我问“解密了么？”，他说：解密不成功，写电子邮件给黑客，黑客说很抱歉，恢复不了我也没办法了，但是比特币我是不会退给你的！就是说：“被撕票了”！朋友最后说：客户是个政府单位，正在发愁，6个比特币的发票怎么办呢！,2019年12月12日 20:51,0,0,0,勒索病毒,
//weibo.com/1645903643?refer_flag=1001030103_,360安全卫士,1645903643,197万赎金！勒索病毒坑苦了这家公司！ O197万赎金！勒索病毒坑苦了这家公司！ ​,2019年12月12日 19:59,3,2,1,勒索病毒,
//weibo.com/1555534457?refer_flag=1001030103_,生而闪耀的娜窖主,1555534457,解毒何为勒索病毒，定期备份重要文件，时刻开启杀毒软件和防护。今日我司公共盘崩了，中了LESS病毒，要支付5000美金解毒不知道我司会不会放弃治疗 ​,2019年12月12日 19:32,0,0,0,勒索病毒,
//weibo.com/3957583411?refer_flag=1001030103_,安全客官方微博,3957583411,【某单位花197万解密勒索病毒!】就不说是那个单位了，看图！O网页链接 ​,2019年12月12日 18:41,0,0,2,勒索病毒,
//weibo.com/5220522766?refer_flag=1001030103_,快快网络官微,5220522766,#净网2019# #网警提醒# 【#Rapid 变种再袭，不仅加密不可修复，还会修改文件名#】腾讯安全御见威胁情报中心检测到，Rapid#勒索病毒#变种在国内开始再度活跃，该病毒首次出现于2017年，此后该病毒每年都会给一些国内企业造成不可逆转的加密破坏。由于该变种病毒暂无有效解密工具，提醒政企机构提高警惕 ​  展开全文c,2019年12月12日 17:15,0,0,0,勒索病毒,
